,Date
1248,1992:11:27:0
1249,1992:11:27:6
1250,1992:11:30:0
1251,1992:11:30:6
1252,1992:11:30:12
1253,1992:12:1:18
1254,1992:12:6:12
1255,1992:12:6:18
1256,1992:12:7:0
1257,1992:12:7:6
1258,1992:12:7:12
1259,1992:12:8:6
1260,1992:12:8:12
1261,1992:12:8:18
1262,1992:12:9:0
1263,1992:12:9:6
1264,1992:12:9:18
1265,1992:12:10:6
1266,1992:12:10:12
1267,1992:12:10:18
1268,1992:12:13:0
1269,1992:12:13:6
1270,1992:12:13:12
1271,1992:12:13:18
1272,1992:12:14:0
1273,1992:12:14:6
1274,1992:12:17:0
1275,1992:12:19:18
1276,1992:12:20:0
1277,1992:12:22:6
1278,1992:12:22:12
1279,1992:12:22:18
1280,1992:12:23:0
1281,1992:12:23:6
1282,1992:12:23:12
1283,1992:12:28:12
1284,1992:12:31:6
1285,1992:12:31:12
1286,1992:12:31:18
1287,1993:1:1:0
1288,1993:1:8:12
1289,1993:1:8:18
1290,1993:1:10:12
1291,1993:1:10:18
1292,1993:1:11:0
1293,1993:1:12:18
1294,1993:1:13:0
1295,1993:1:13:6
1296,1993:1:13:12
1297,1993:1:13:18
1298,1993:1:14:0
1299,1993:1:14:6
1300,1993:1:14:12
1301,1993:1:14:18
1302,1993:1:15:0
1303,1993:1:15:6
1304,1993:1:15:12
1305,1993:1:15:18
1306,1993:1:16:0
1307,1993:1:16:6
1308,1993:1:16:12
1309,1993:1:16:18
1310,1993:1:17:0
1311,1993:1:17:6
1312,1993:1:17:12
1313,1993:1:17:18
1314,1993:1:18:0
1315,1993:1:18:6
1316,1993:1:20:12
1317,1993:1:21:0
1318,1993:1:21:6
1319,1993:1:21:18
1320,1993:1:22:0
1321,1993:1:22:6
1322,1993:1:24:0
1323,1993:1:24:18
1324,1993:1:25:0
1325,1993:1:25:6
1326,1993:1:25:18
1327,1993:1:28:6
1328,1993:2:3:0
1329,1993:2:4:0
1330,1993:2:4:6
1331,1993:2:4:12
1332,1993:2:4:18
1333,1993:2:5:0
1334,1993:2:5:6
1335,1993:2:5:12
1336,1993:2:5:18
1337,1993:2:7:12
1338,1993:2:7:18
1339,1993:2:8:0
1340,1993:2:8:6
1341,1993:2:8:12
1342,1993:2:8:12
1343,1993:2:8:18
1344,1993:2:9:0
1345,1993:2:10:18
1346,1993:2:17:18
1347,1993:2:18:0
1348,1993:2:18:6
1349,1993:2:18:12
1350,1993:2:18:18
1351,1993:2:19:0
1352,1993:2:19:12
1353,1993:2:19:18
1354,1993:2:20:0
1355,1993:2:20:6
1356,1993:3:1:6
1357,1993:3:1:12
1358,1993:3:1:18
1359,1993:3:2:0
1360,1993:3:2:12
1361,1993:3:3:0
1362,1993:3:3:6
1363,1993:3:3:12
1364,1993:3:4:0
1365,1993:3:4:6
1366,1993:3:4:12
1367,1993:3:4:18
1368,1993:3:5:0
1369,1993:3:5:12
1370,1993:3:5:18
1371,1993:3:6:0
1372,1993:3:6:6
1373,1993:3:15:12
1374,1993:3:16:0
1375,1993:3:16:6
1376,1993:3:16:12
1377,1993:3:16:18
1378,1993:3:17:0
1379,1993:3:17:6
1380,1993:3:17:12
1381,1993:3:17:18
1382,1993:3:17:18
1383,1993:3:20:0
1384,1993:3:21:6
1385,1993:3:21:12
1386,1993:3:21:18
1387,1993:3:22:0
1388,1993:3:22:6
1389,1993:3:22:12
1390,1993:3:22:18
1391,1993:3:23:0
1392,1993:3:23:6
1393,1993:3:23:12
1394,1993:3:23:18
1395,1993:3:30:12
1396,1993:3:31:6
1397,1993:3:31:12
1398,1993:3:31:18
1399,1993:9:1:6
1400,1993:9:11:18
1401,1993:9:25:0
1402,1993:9:30:0
1403,1993:10:1:12
1404,1993:10:6:12
1405,1993:10:6:18
1406,1993:10:7:18
1407,1993:10:10:12
1408,1993:10:15:6
1409,1993:10:15:12
1410,1993:10:15:18
1411,1993:10:16:0
1412,1993:10:16:6
1413,1993:10:16:12
1414,1993:10:16:18
1415,1993:10:17:0
1416,1993:10:17:6
1417,1993:10:22:6
1418,1993:10:22:12
1419,1993:10:22:18
1420,1993:10:23:0
1421,1993:10:23:6
1422,1993:10:23:12
1423,1993:10:23:18
1424,1993:10:24:0
1425,1993:10:28:12
1426,1993:10:28:18
1427,1993:10:29:0
1428,1993:11:2:6
1429,1993:11:2:12
1430,1993:11:2:18
1431,1993:11:3:0
1432,1993:11:3:6
1433,1993:11:3:12
1434,1993:11:11:12
1435,1993:11:12:6
1436,1993:11:15:0
1437,1993:11:15:6
1438,1993:11:20:18
1439,1993:11:21:0
1440,1993:11:21:6
1441,1993:11:21:18
1442,1993:11:22:0
1443,1993:11:22:6
1444,1993:11:22:12
1445,1993:11:22:18
1446,1993:11:27:0
1447,1993:11:27:6
1448,1993:11:27:12
1449,1993:11:27:18
1450,1993:11:28:6
1451,1993:11:28:12
1452,1993:11:28:18
1453,1993:11:29:0
1454,1993:11:29:6
1455,1993:11:29:12
1456,1993:11:30:18
1457,1993:12:1:0
1458,1993:12:1:6
1459,1993:12:1:12
1460,1993:12:1:18
1461,1993:12:2:18
1462,1993:12:3:0
1463,1993:12:3:6
1464,1993:12:3:12
1465,1993:12:3:18
1466,1993:12:4:0
1467,1993:12:4:6
1468,1993:12:7:18
1469,1993:12:8:0
1470,1993:12:8:18
1471,1993:12:9:0
1472,1993:12:9:6
1473,1993:12:9:12
1474,1993:12:10:6
1475,1993:12:10:12
1476,1993:12:10:18
1477,1993:12:11:0
1478,1993:12:11:6
1479,1993:12:11:12
1480,1993:12:12:0
1481,1993:12:13:0
1482,1993:12:13:6
1483,1993:12:13:12
1484,1993:12:13:18
1485,1993:12:14:0
1486,1993:12:29:18
1487,1993:12:30:0
1488,1993:12:30:6
1489,1993:12:31:18
1490,1994:1:1:0
1491,1994:1:1:6
1492,1994:1:1:12
1493,1994:1:1:18
1494,1994:1:2:0
1495,1994:1:2:12
1496,1994:1:2:18
1497,1994:1:3:0
1498,1994:1:3:6
1499,1994:1:3:12
1500,1994:1:3:18
1501,1994:1:4:0
1502,1994:1:4:6
1503,1994:1:4:12
1504,1994:1:4:18
1505,1994:1:8:0
1506,1994:1:8:6
1507,1994:1:8:12
1508,1994:1:12:18
1509,1994:1:13:0
1510,1994:1:13:12
1511,1994:1:16:12
1512,1994:1:16:18
1513,1994:1:17:12
1514,1994:1:21:6
1515,1994:1:21:12
1516,1994:1:21:18
1517,1994:1:22:0
1518,1994:1:22:6
1519,1994:1:22:12
1520,1994:1:22:18
1521,1994:1:23:0
1522,1994:1:23:6
1523,1994:1:23:12
1524,1994:1:24:12
1525,1994:2:4:0
1526,1994:2:6:6
1527,1994:2:6:12
1528,1994:2:6:18
1529,1994:2:7:0
1530,1994:2:7:6
1531,1994:2:7:12
1532,1994:2:7:18
1533,1994:2:8:0
1534,1994:2:9:6
1535,1994:2:12:12
1536,1994:2:12:18
1537,1994:2:13:0
1538,1994:2:13:6
1539,1994:2:14:18
1540,1994:2:15:0
1541,1994:2:15:6
1542,1994:2:15:12
1543,1994:2:15:18
1544,1994:2:16:0
1545,1994:2:16:6
1546,1994:2:16:18
1547,1994:2:17:0
1548,1994:2:17:6
1549,1994:2:17:12
1550,1994:2:17:18
1551,1994:2:18:0
1552,1994:2:24:6
1553,1994:2:24:12
1554,1994:2:24:18
1555,1994:2:25:0
1556,1994:2:25:6
1557,1994:2:25:12
1558,1994:2:28:0
1559,1994:2:28:6
1560,1994:2:28:12
1561,1994:2:28:18
1562,1994:3:1:0
1563,1994:3:1:6
1564,1994:3:1:12
1565,1994:3:1:18
1566,1994:3:2:0
1567,1994:3:2:0
1568,1994:3:2:6
1569,1994:3:2:12
1570,1994:3:2:18
1571,1994:3:3:0
1572,1994:3:3:6
1573,1994:3:13:0
1574,1994:3:13:6
1575,1994:3:13:12
1576,1994:3:17:0
1577,1994:3:17:18
1578,1994:3:18:0
1579,1994:3:18:12
1580,1994:3:19:12
1581,1994:3:20:18
1582,1994:3:23:18
1583,1994:3:24:0
1584,1994:3:24:18
1585,1994:3:25:0
1586,1994:9:3:0
1587,1994:9:3:6
1588,1994:9:3:12
1589,1994:9:7:12
1590,1994:9:7:18
1591,1994:9:8:0
1592,1994:9:14:6
1593,1994:9:14:12
1594,1994:9:14:18
1595,1994:9:15:12
1596,1994:9:15:18
1597,1994:9:30:12
1598,1994:10:1:0
1599,1994:10:1:6
1600,1994:10:5:6
1601,1994:10:5:12
1602,1994:10:14:12
1603,1994:10:14:18
1604,1994:10:15:0
1605,1994:10:15:6
1606,1994:10:15:12
1607,1994:10:15:18
1608,1994:10:16:0
1609,1994:10:17:6
1610,1994:10:20:12
1611,1994:10:20:18
1612,1994:10:21:0
1613,1994:10:21:6
1614,1994:10:26:6
1615,1994:10:26:12
1616,1994:10:26:18
1617,1994:10:27:0
1618,1994:10:27:6
1619,1994:10:31:18
1620,1994:11:1:0
1621,1994:11:1:6
1622,1994:11:1:12
1623,1994:11:1:18
1624,1994:11:2:0
1625,1994:11:4:0
1626,1994:11:4:6
1627,1994:11:4:12
1628,1994:11:4:18
1629,1994:11:5:18
1630,1994:11:6:0
1631,1994:11:6:6
1632,1994:11:6:12
1633,1994:11:8:18
1634,1994:11:9:0
1635,1994:11:9:6
1636,1994:11:9:12
1637,1994:11:9:18
1638,1994:11:12:0
1639,1994:11:15:6
1640,1994:11:15:12
1641,1994:11:16:0
1642,1994:11:16:18
1643,1994:11:17:0
1644,1994:11:17:6
1645,1994:11:17:12
1646,1994:11:17:18
1647,1994:11:18:0
1648,1994:11:19:18
1649,1994:11:20:0
1650,1994:11:22:18
1651,1994:11:23:0
1652,1994:11:23:6
1653,1994:11:24:18
1654,1994:11:25:0
1655,1994:11:26:12
1656,1994:11:27:6
1657,1994:11:27:12
1658,1994:12:1:12
1659,1994:12:3:0
1660,1994:12:3:6
1661,1994:12:3:12
1662,1994:12:11:12
1663,1994:12:11:18
1664,1994:12:15:18
1665,1994:12:16:0
1666,1994:12:16:6
1667,1994:12:16:12
1668,1994:12:17:0
1669,1994:12:17:6
1670,1994:12:17:12
1671,1994:12:17:18
1672,1994:12:18:0
1673,1994:12:18:6
1674,1994:12:19:0
1675,1994:12:19:6
1676,1994:12:19:12
1677,1994:12:19:18
1678,1994:12:20:0
1679,1994:12:20:6
1680,1994:12:20:12
1681,1994:12:20:18
1682,1994:12:21:0
1683,1994:12:22:0
1684,1994:12:22:6
1685,1994:12:22:12
1686,1994:12:22:18
1687,1994:12:23:0
1688,1994:12:23:0
1689,1994:12:23:6
1690,1994:12:23:6
1691,1994:12:23:12
1692,1994:12:23:18
1693,1994:12:24:0
1694,1994:12:24:6
1695,1994:12:25:18
1696,1994:12:26:0
1697,1994:12:26:6
1698,1994:12:26:12
1699,1994:12:26:18
1700,1994:12:27:0
1701,1994:12:27:6
1702,1994:12:27:12
1703,1994:12:27:18
1704,1994:12:28:0
1705,1994:12:31:6
1706,1994:12:31:12
1707,1994:12:31:18
1708,1995:1:1:0
1709,1995:1:1:6
1710,1995:1:1:12
1711,1995:1:2:12
1712,1995:1:2:18
1713,1995:1:3:0
1714,1995:1:3:6
1715,1995:1:3:12
1716,1995:1:3:18
1717,1995:1:4:6
1718,1995:1:4:12
1719,1995:1:4:18
1720,1995:1:8:6
1721,1995:1:8:12
1722,1995:1:8:18
1723,1995:1:9:0
1724,1995:1:9:6
1725,1995:1:9:12
1726,1995:1:9:18
1727,1995:1:10:0
1728,1995:1:10:6
1729,1995:1:10:12
1730,1995:1:10:18
1731,1995:1:11:0
1732,1995:1:11:6
1733,1995:1:11:12
1734,1995:1:11:18
1735,1995:1:12:0
1736,1995:1:12:6
1737,1995:1:12:12
1738,1995:1:12:18
1739,1995:1:13:0
1740,1995:1:13:6
1741,1995:1:13:12
1742,1995:1:13:18
1743,1995:1:14:0
1744,1995:1:14:6
1745,1995:1:14:12
1746,1995:1:18:12
1747,1995:1:18:18
1748,1995:1:20:18
1749,1995:1:22:0
1750,1995:1:22:6
1751,1995:1:22:12
1752,1995:1:22:18
1753,1995:1:23:0
1754,1995:1:23:0
1755,1995:1:23:6
1756,1995:1:23:12
1757,1995:1:23:18
1758,1995:1:24:12
1759,1995:1:24:18
1760,1995:1:25:0
1761,1995:1:25:6
1762,1995:1:25:12
1763,1995:1:25:18
1764,1995:1:28:6
1765,1995:1:28:12
1766,1995:1:28:18
1767,1995:1:29:0
1768,1995:1:29:6
1769,1995:1:29:12
1770,1995:1:29:18
1771,1995:2:1:0
1772,1995:2:1:6
1773,1995:2:1:12
1774,1995:2:1:18
1775,1995:2:3:0
1776,1995:2:3:6
1777,1995:2:4:12
1778,1995:2:4:18
1779,1995:2:5:0
1780,1995:2:5:12
1781,1995:2:5:18
1782,1995:2:6:0
1783,1995:2:14:0
1784,1995:2:18:0
1785,1995:2:18:6
1786,1995:2:18:12
1787,1995:2:18:18
1788,1995:2:19:0
1789,1995:2:19:6
1790,1995:2:19:12
1791,1995:2:20:12
1792,1995:2:20:18
1793,1995:2:24:12
1794,1995:3:4:12
1795,1995:3:5:0
1796,1995:3:5:18
1797,1995:3:6:0
1798,1995:3:6:6
1799,1995:3:8:6
1800,1995:3:8:12
1801,1995:3:8:18
1802,1995:3:9:0
1803,1995:3:9:6
1804,1995:3:9:12
1805,1995:3:9:18
1806,1995:3:10:0
1807,1995:3:10:6
1808,1995:3:13:0
1809,1995:3:13:6
1810,1995:3:13:12
1811,1995:3:13:18
1812,1995:3:14:0
1813,1995:3:14:6
1814,1995:3:14:12
1815,1995:3:14:18
1816,1995:3:18:0
1817,1995:3:18:6
1818,1995:3:18:12
1819,1995:3:18:18
1820,1995:3:19:0
1821,1995:3:19:18
1822,1995:3:20:0
1823,1995:3:20:6
1824,1995:3:20:12
1825,1995:3:20:18
1826,1995:3:21:0
1827,1995:3:21:6
1828,1995:3:22:0
1829,1995:9:25:0
1830,1995:9:26:12
1831,1995:9:26:18
1832,1995:9:27:0
1833,1995:9:29:0
1834,1995:9:29:12
1835,1995:9:30:0
1836,1995:9:30:6
1837,1995:10:2:0
1838,1995:10:2:6
1839,1995:10:2:12
1840,1995:10:2:18
1841,1995:10:3:0
1842,1995:10:3:6
1843,1995:10:3:12
1844,1995:10:3:18
1845,1995:10:8:6
1846,1995:10:8:12
1847,1995:10:10:12
1848,1995:10:10:18
1849,1995:10:13:6
1850,1995:10:13:12
1851,1995:10:13:18
1852,1995:10:14:0
1853,1995:10:14:6
1854,1995:10:14:12
1855,1995:10:15:18
1856,1995:10:16:0
1857,1995:10:16:6
1858,1995:10:16:12
1859,1995:10:17:0
1860,1995:10:17:6
1861,1995:10:17:12
1862,1995:10:17:18
1863,1995:10:18:0
1864,1995:10:18:6
1865,1995:10:20:0
1866,1995:10:20:6
1867,1995:10:20:12
1868,1995:10:25:12
1869,1995:10:25:18
1870,1995:10:26:0
1871,1995:10:26:6
1872,1995:10:26:12
1873,1995:10:26:18
1874,1995:11:6:6
1875,1995:11:6:12
1876,1995:11:6:18
1877,1995:11:7:0
1878,1995:11:7:6
1879,1995:11:7:12
1880,1995:11:8:12
1881,1995:11:8:18
1882,1995:11:9:0
1883,1995:11:9:6
1884,1995:11:10:18
1885,1995:11:11:6
1886,1995:11:11:12
1887,1995:11:11:18
1888,1995:11:13:6
1889,1995:11:13:12
1890,1995:11:13:18
1891,1995:11:14:0
1892,1995:11:14:6
1893,1995:11:14:12
1894,1995:11:15:6
1895,1995:11:15:12
1896,1995:11:15:18
1897,1995:11:16:18
1898,1995:11:17:0
1899,1995:11:17:6
1900,1995:11:17:12
1901,1995:11:17:18
1902,1995:11:18:0
1903,1995:11:18:6
1904,1995:11:18:12
1905,1995:11:21:0
1906,1995:11:21:6
1907,1995:11:21:12
1908,1995:11:21:18
1909,1995:11:22:0
1910,1995:11:22:6
1911,1995:11:22:12
1912,1995:11:22:18
1913,1995:11:23:0
1914,1995:11:23:6
1915,1995:11:23:12
1916,1995:11:23:18
1917,1995:11:24:0
1918,1995:11:24:6
1919,1995:11:27:12
1920,1995:11:27:18
1921,1995:11:28:0
1922,1995:11:28:6
1923,1995:11:29:18
1924,1995:12:1:6
1925,1995:12:1:12
1926,1995:12:1:18
1927,1995:12:3:18
1928,1995:12:4:0
1929,1995:12:4:6
1930,1995:12:11:12
1931,1995:12:11:18
1932,1995:12:12:0
1933,1995:12:12:6
1934,1995:12:12:12
1935,1995:12:12:18
1936,1995:12:14:6
1937,1995:12:14:12
1938,1995:12:14:18
1939,1995:12:15:0
1940,1995:12:17:12
1941,1995:12:17:18
1942,1995:12:18:0
1943,1995:12:22:6
1944,1995:12:28:18
1945,1995:12:29:0
1946,1995:12:29:6
1947,1995:12:30:6
1948,1995:12:31:18
1949,1996:1:1:0
1950,1996:1:1:6
1951,1996:1:1:12
1952,1996:1:1:18
1953,1996:1:2:0
1954,1996:1:2:6
1955,1996:1:2:12
1956,1996:1:2:18
1957,1996:1:3:0
1958,1996:1:3:6
1959,1996:1:5:6
1960,1996:1:5:12
1961,1996:1:5:18
1962,1996:1:6:0
1963,1996:1:6:6
1964,1996:1:6:12
1965,1996:1:6:18
1966,1996:1:7:0
1967,1996:1:7:6
1968,1996:1:7:12
1969,1996:1:7:18
1970,1996:1:8:0
1971,1996:1:10:12
1972,1996:1:11:0
1973,1996:1:11:6
1974,1996:1:11:12
1975,1996:1:13:6
1976,1996:1:13:12
1977,1996:1:13:18
1978,1996:1:14:6
1979,1996:1:14:12
1980,1996:1:14:18
1981,1996:1:15:0
1982,1996:1:15:12
1983,1996:1:15:18
1984,1996:1:16:0
1985,1996:1:16:6
1986,1996:1:16:12
1987,1996:1:16:18
1988,1996:1:17:0
1989,1996:1:17:6
1990,1996:1:18:6
1991,1996:1:18:12
1992,1996:1:18:18
1993,1996:1:19:0
1994,1996:1:20:12
1995,1996:1:20:18
1996,1996:1:23:18
1997,1996:1:24:0
1998,1996:1:24:6
1999,1996:1:24:12
2000,1996:1:25:6
2001,1996:1:25:12
2002,1996:1:25:18
2003,1996:1:27:0
2004,1996:1:27:6
2005,1996:1:27:12
2006,1996:1:27:18
2007,1996:1:30:6
2008,1996:1:30:12
2009,1996:1:30:18
2010,1996:1:31:0
2011,1996:1:31:6
2012,1996:1:31:12
2013,1996:1:31:18
2014,1996:2:1:0
2015,1996:2:3:18
2016,1996:2:4:0
2017,1996:2:4:6
2018,1996:2:4:12
2019,1996:2:4:18
2020,1996:2:5:0
2021,1996:2:5:6
2022,1996:2:5:12
2023,1996:2:5:18
2024,1996:2:6:0
2025,1996:2:6:6
2026,1996:2:6:12
2027,1996:2:6:18
2028,1996:2:7:0
2029,1996:2:7:6
2030,1996:2:7:18
2031,1996:2:8:0
2032,1996:2:8:6
2033,1996:2:8:12
2034,1996:2:8:18
2035,1996:2:9:0
2036,1996:2:15:18
2037,1996:2:16:0
2038,1996:2:16:6
2039,1996:2:16:12
2040,1996:2:16:18
2041,1996:2:17:0
2042,1996:2:17:6
2043,1996:2:17:12
2044,1996:2:17:18
2045,1996:2:18:0
2046,1996:2:18:6
2047,1996:2:18:12
2048,1996:2:18:18
2049,1996:2:19:0
2050,1996:2:19:6
2051,1996:2:19:12
2052,1996:2:19:18
2053,1996:2:20:0
2054,1996:2:20:6
2055,1996:2:20:12
2056,1996:2:20:18
2057,1996:2:21:0
2058,1996:2:21:0
2059,1996:2:21:6
2060,1996:2:21:12
2061,1996:2:21:18
2062,1996:2:22:0
2063,1996:3:4:12
2064,1996:3:4:18
2065,1996:3:5:0
2066,1996:3:5:6
2067,1996:3:5:12
2068,1996:3:7:12
2069,1996:3:7:18
2070,1996:3:8:18
2071,1996:3:9:0
2072,1996:3:9:6
2073,1996:3:9:18
2074,1996:3:10:0
2075,1996:3:13:6
2076,1996:3:13:12
2077,1996:3:16:18
2078,1996:3:17:0
2079,1996:3:31:6
2080,1996:3:31:12
2081,1996:3:31:18
2082,1996:9:7:0
2083,1996:9:7:6
2084,1996:9:7:12
2085,1996:9:8:0
2086,1996:9:13:18
2087,1996:9:14:0
2088,1996:9:14:6
2089,1996:9:14:12
2090,1996:9:14:18
2091,1996:9:15:0
2092,1996:9:15:6
2093,1996:9:15:12
2094,1996:9:17:0
2095,1996:9:17:6
2096,1996:9:17:12
2097,1996:9:17:18
2098,1996:9:18:0
2099,1996:9:18:6
2100,1996:9:20:6
2101,1996:9:20:12
2102,1996:9:20:18
2103,1996:9:21:0
2104,1996:9:25:12
2105,1996:9:25:18
2106,1996:9:26:0
2107,1996:9:26:6
2108,1996:9:26:12
2109,1996:10:4:0
2110,1996:10:4:6
2111,1996:10:4:12
2112,1996:10:4:18
2113,1996:10:7:18
2114,1996:10:12:12
2115,1996:10:12:18
2116,1996:10:13:0
2117,1996:10:14:12
2118,1996:10:14:18
2119,1996:10:15:0
2120,1996:10:15:6
2121,1996:10:15:12
2122,1996:10:17:12
2123,1996:10:17:18
2124,1996:10:18:0
2125,1996:10:18:6
2126,1996:10:18:12
2127,1996:10:18:18
2128,1996:10:21:12
2129,1996:10:22:0
2130,1996:10:24:12
2131,1996:10:24:18
2132,1996:10:25:0
2133,1996:10:25:18
2134,1996:10:28:0
2135,1996:10:28:6
2136,1996:10:28:18
2137,1996:10:29:0
2138,1996:11:8:12
2139,1996:11:8:18
2140,1996:11:9:0
2141,1996:11:11:6
2142,1996:11:11:12
2143,1996:11:11:18
2144,1996:11:12:0
2145,1996:11:12:6
2146,1996:11:12:12
2147,1996:11:12:18
2148,1996:11:16:12
2149,1996:11:16:18
2150,1996:11:17:0
2151,1996:11:17:6
2152,1996:11:17:12
2153,1996:11:17:18
2154,1996:11:18:0
2155,1996:11:18:6
2156,1996:11:18:12
2157,1996:11:20:6
2158,1996:11:20:12
2159,1996:11:20:18
2160,1996:11:21:0
2161,1996:11:21:6
2162,1996:11:21:12
2163,1996:11:21:18
2164,1996:11:22:0
2165,1996:11:22:6
2166,1996:11:22:12
2167,1996:11:22:12
2168,1996:11:24:0
2169,1996:11:24:6
2170,1996:11:27:0
2171,1996:11:27:6
2172,1996:11:27:12
2173,1996:11:27:18
2174,1996:11:28:0
2175,1996:11:28:6
2176,1996:11:30:0
2177,1996:11:30:6
2178,1996:11:30:18
2179,1996:12:1:0
2180,1996:12:1:6
2181,1996:12:2:12
2182,1996:12:4:12
2183,1996:12:4:18
2184,1996:12:5:0
2185,1996:12:5:6
2186,1996:12:5:12
2187,1996:12:5:18
2188,1996:12:6:0
2189,1996:12:7:18
2190,1996:12:8:0
2191,1996:12:8:6
2192,1996:12:8:12
2193,1996:12:8:18
2194,1996:12:9:0
2195,1996:12:9:6
2196,1996:12:9:18
2197,1996:12:10:0
2198,1996:12:10:6
2199,1996:12:10:6
2200,1996:12:10:12
2201,1996:12:10:18
2202,1996:12:11:0
2203,1996:12:11:6
2204,1996:12:11:12
2205,1996:12:11:18
2206,1996:12:12:0
2207,1996:12:13:0
2208,1996:12:13:6
2209,1996:12:15:12
2210,1996:12:15:18
2211,1996:12:16:0
2212,1996:12:20:6
2213,1996:12:20:12
2214,1996:12:20:18
2215,1996:12:21:0
2216,1996:12:21:6
2217,1996:12:21:12
2218,1996:12:21:18
2219,1996:12:22:0
2220,1996:12:25:6
2221,1996:12:25:12
2222,1996:12:25:18
2223,1996:12:26:0
2224,1996:12:26:6
2225,1996:12:26:12
2226,1996:12:26:18
2227,1996:12:27:0
2228,1996:12:27:6
2229,1996:12:27:12
2230,1996:12:31:6
2231,1996:12:31:12
2232,1996:12:31:18
2233,1997:1:1:0
2234,1997:1:1:6
2235,1997:1:1:12
2236,1997:1:3:12
2237,1997:1:3:18
2238,1997:1:4:18
2239,1997:1:5:0
2240,1997:1:5:6
2241,1997:1:7:12
2242,1997:1:13:0
2243,1997:1:14:12
2244,1997:1:16:12
2245,1997:1:16:18
2246,1997:1:17:0
2247,1997:1:17:6
2248,1997:1:17:12
2249,1997:1:17:18
2250,1997:1:18:0
2251,1997:1:18:6
2252,1997:1:18:18
2253,1997:1:19:0
2254,1997:1:19:6
2255,1997:1:22:6
2256,1997:1:22:12
2257,1997:1:22:18
2258,1997:1:23:0
2259,1997:1:25:12
2260,1997:1:25:18
2261,1997:1:26:0
2262,1997:1:27:18
2263,1997:1:28:6
2264,1997:1:28:12
2265,1997:1:29:12
2266,1997:1:30:18
2267,1997:1:31:12
2268,1997:1:31:18
2269,1997:2:4:0
2270,1997:2:11:18
2271,1997:2:15:0
2272,1997:2:15:6
2273,1997:2:15:12
2274,1997:2:18:18
2275,1997:2:19:0
2276,1997:2:19:6
2277,1997:2:19:12
2278,1997:2:26:0
2279,1997:2:26:6
2280,1997:2:26:12
2281,1997:2:28:0
2282,1997:3:1:6
2283,1997:3:1:12
2284,1997:3:1:18
2285,1997:3:2:0
2286,1997:3:2:6
2287,1997:3:7:0
2288,1997:3:9:6
2289,1997:3:9:12
2290,1997:3:9:18
2291,1997:3:10:0
2292,1997:3:10:6
2293,1997:3:10:12
2294,1997:3:15:6
2295,1997:3:15:12
2296,1997:3:15:18
2297,1997:3:16:0
2298,1997:3:16:12
2299,1997:3:18:12
2300,1997:3:18:18
2301,1997:3:19:0
2302,1997:3:19:6
2303,1997:3:24:6
2304,1997:3:25:18
2305,1997:9:3:6
2306,1997:9:3:12
2307,1997:9:13:18
2308,1997:9:14:0
2309,1997:9:14:6
2310,1997:9:14:12
2311,1997:9:14:18
2312,1997:9:15:0
2313,1997:9:15:6
2314,1997:9:16:0
2315,1997:9:17:18
2316,1997:9:17:18
2317,1997:9:18:6
2318,1997:9:25:6
2319,1997:9:25:12
2320,1997:9:25:12
2321,1997:9:25:18
2322,1997:9:25:18
2323,1997:9:26:0
2324,1997:9:26:0
2325,1997:9:26:6
2326,1997:9:26:12
2327,1997:9:26:18
2328,1997:9:27:0
2329,1997:9:27:0
2330,1997:9:27:6
2331,1997:9:27:12
2332,1997:9:28:12
2333,1997:9:30:12
2334,1997:9:30:18
2335,1997:10:1:0
2336,1997:10:1:6
2337,1997:10:2:12
2338,1997:10:2:12
2339,1997:10:3:6
2340,1997:10:3:12
2341,1997:10:3:18
2342,1997:10:4:0
2343,1997:10:4:6
2344,1997:10:4:12
2345,1997:10:4:18
2346,1997:10:5:0
2347,1997:10:6:18
2348,1997:10:7:0
2349,1997:10:8:0
2350,1997:10:8:6
2351,1997:10:8:12
2352,1997:10:8:18
2353,1997:10:9:0
2354,1997:10:9:6
2355,1997:10:9:6
2356,1997:10:9:12
2357,1997:10:9:12
2358,1997:10:12:6
2359,1997:10:12:12
2360,1997:10:12:18
2361,1997:10:14:0
2362,1997:10:14:6
2363,1997:10:15:6
2364,1997:10:15:12
2365,1997:10:15:18
2366,1997:10:16:0
2367,1997:10:16:6
2368,1997:10:23:6
2369,1997:10:23:12
2370,1997:10:24:6
2371,1997:10:24:12
2372,1997:10:26:6
2373,1997:10:26:12
2374,1997:10:28:18
2375,1997:10:29:0
2376,1997:10:29:6
2377,1997:10:29:12
2378,1997:10:29:18
2379,1997:10:30:0
2380,1997:10:30:12
2381,1997:10:30:18
2382,1997:10:31:0
2383,1997:10:31:18
2384,1997:11:3:0
2385,1997:11:3:6
2386,1997:11:3:12
2387,1997:11:3:18
2388,1997:11:5:6
2389,1997:11:5:12
2390,1997:11:5:18
2391,1997:11:6:0
2392,1997:11:10:6
2393,1997:11:10:12
2394,1997:11:13:12
2395,1997:11:13:12
2396,1997:11:13:18
2397,1997:11:15:6
2398,1997:11:15:12
2399,1997:11:18:18
2400,1997:11:19:0
2401,1997:11:19:6
2402,1997:11:19:12
2403,1997:11:19:12
2404,1997:11:19:18
2405,1997:11:21:6
2406,1997:11:21:12
2407,1997:11:21:18
2408,1997:11:22:0
2409,1997:11:22:6
2410,1997:11:22:12
2411,1997:11:22:18
2412,1997:11:23:0
2413,1997:11:23:6
